BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
427,Kap Shui Mun Bridge (VIV Test 3),Cable-Stayed,Hong Kong,Engineering Structures 2019,2019.0,430,36.0,4.2,8.57,820.0,Composite Box,0.23,0.23,,0.94,0.22,10.0,22.0,52.0,41.6,0.02,Yes,Aero-stabilizers,Medium,Field Monitoring
428,Nansha Bridge (Suspension VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024.0,1200,49.7,4.0,12.43,1800.0,Steel Box,0.125,0.125,,1.05,0.28,12.0,22.0,98.0,78.4,0.005,No,,High,Field Monitoring (High Risk)
429,New Bridge Concept 4,Suspension,USA,J. Struct. Eng. 2027,2027.0,1850,40.0,4.0,10.0,3100.0,Steel Box,0.105,0.105,,1.12,0.32,12.0,22.0,105.0,84.0,0.005,No,,Very High,Numerical Simulation (Extreme VIV)
430,Izmit Bay Bridge (VIV Test 4),Suspension,Turkey,Structural Engineering Int. 2026,2026.0,1550,36.0,3.5,10.29,2680.0,Steel Box,0.14,0.14,,0.85,0.18,9.0,22.0,72.0,57.6,0.008,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
431,Hong Kong Cross-Harbour (VIV Test 3),Suspension,Hong Kong,Struct. Eng. Int. 2018,2018.0,1400,34.0,4.2,8.1,2100.0,Steel Box,0.115,0.115,,1.15,0.35,15.0,22.0,68.0,54.4,0.012,No,,High,Field Monitoring (High Risk)
432,Donghai Bridge (VIV Test 3),Cable-Stayed,China,Eng. Struct. 2025,2025.0,420,31.5,4.0,7.88,32500.0,Steel Box,0.28,0.28,,0.95,0.22,11.5,22.0,65.0,52.0,0.01,No,,High,Wind Tunnel Test (High Risk)
433,Hardanger Bridge (VIV Test 3),Suspension,Norway,J. Wind Eng. Ind. 2022,2022.0,1310,18.0,3.0,6.0,1380.0,Box Girder,0.11,0.11,,1.15,0.35,15.0,14.14285714285714,52.0,41.6,0.02,No,,Medium,Field Monitoring
434,Forth Bridge (Rail) (VIV Test 4),Cantilever Truss,UK,J. Bridge Eng. 2022,2022.0,521,20.0,15.0,1.33,2528.0,Steel Truss,0.1,0.1,,1.5,0.5,18.0,11.11111111111111,105.0,84.0,0.007,No,,Very High,Field Monitoring (Extreme VIV)
435,Akashi Kaikyo Bridge (VIV Test 6),Suspension,Japan,Int. J. Steel Struct. 2020,2020.0,1991,35.5,14.0,2.54,3911.0,Steel Truss,0.105,0.105,,1.3,0.45,17.5,20.708333333333336,130.0,104.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
436,Sartell Bridge (VIV Test 3),Extradosed,USA,ASCE J. Structural Eng. 2021,2021.0,150,30.0,2.0,15.0,450.0,Concrete Deck,0.55,0.55,,0.7,0.15,19.0,22.0,32.0,25.6,0.03,No,,Medium,Field Monitoring
437,Pusan-Geoje Link (VIV Test 3),Cable-Stayed,South Korea,J. Bridge Eng. 2022,2022.0,470,33.0,3.0,11.0,8200.0,Composite Deck,0.26,0.26,,0.92,0.21,11.5,22.0,52.0,41.6,0.02,No,,Medium,Field Monitoring
438,Yamuna Bridge (VIV Test 5),Cable-Stayed,India,ASCE J. Bridge Eng. 2027,2027.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,17.0,22.0,42.0,33.6,0.022,No,,Medium,Field Monitoring
439,Third Mainland Bridge (VIV Test 7),Beam,Nigeria,Struct. Eng. Int. 2029,2029.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,23.0,22.0,50.0,40.0,0.022,No,,Medium,Field Monitoring
440,Incheon Bridge (VIV Test 4),Cable-Stayed,South Korea,Int. J. Steel Struct. 2024,2024.0,800,33.4,4.5,7.42,1250.0,Composite Box,0.2,0.2,,0.9,0.2,11.5,22.0,55.0,44.0,0.015,Yes,Corner Fins,Medium,Wind Tunnel Test
441,Fourth Bosphorus Bridge (VIV Test 3),Suspension,Turkey,J. Struct. Eng. 2025,2025.0,2200,40.0,4.5,8.89,4000.0,Steel Box,0.085,0.085,,1.1,0.3,13.5,22.0,145.0,116.0,0.003,No,,Very High,Numerical Simulation (Extreme VIV)
442,Ting Kau Bridge (VIV Test 3),Cable-Stayed,Hong Kong,Bridge Engineering 2018,2018.0,448,40.0,4.0,10.0,1177.0,Steel Box,0.215,0.215,,0.98,0.24,9.5,22.0,65.0,52.0,0.012,Yes,Damping System,High,Wind Tunnel Test (High Risk)
443,San Francisco-Oakland (VIV Test 4),Suspension,USA,ASCE J. Bridge Eng. 2027,2027.0,1500,32.0,4.5,7.11,7200.0,Steel Box,0.1,0.1,,1.2,0.4,17.0,21.333333333333336,125.0,100.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
444,Longjiang Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2025,2025.0,1196,33.5,3.0,11.17,2920.0,Steel Box,0.13,0.13,,1.15,0.35,12.0,22.0,110.0,88.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
445,New Bridge Concept 5,Cable-Stayed,China,J. Struct. Eng. 2028,2028.0,750,40.0,4.2,9.52,1500.0,Steel Box,0.19,0.19,,1.0,0.25,9.0,22.0,55.0,44.0,0.02,Yes,Guide Vanes,Medium,Numerical Simulation
446,Severn Bridge (VIV Test 4),Suspension,UK,Struct. Eng. Int. 2018,2018.0,988,32.0,3.5,9.14,1596.0,Box Girder,0.15,0.15,,1.05,0.28,9.5,22.0,70.0,56.0,0.015,No,,High,Field Monitoring (High Risk)
447,Puente de la Constitución de 1812 (VIV Test 5),Cable-Stayed,Spain,Bridge Eng. Int. 2021,2021.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,11.0,22.0,58.0,46.4,0.015,No,,Medium,Field Monitoring
448,Xiamen Haicang Bridge (VIV Test 3),Suspension,China,Bridge Eng. Int. 2020,2020.0,600,38.0,3.5,10.86,5900.0,Steel Box,0.19,0.19,,1.08,0.31,9.5,22.0,68.0,54.4,0.008,Yes,Fairings,High,Wind Tunnel Test (High Risk)
449,Great Belt Bridge (West VIV Test 4),Box Girder,Denmark,Eng. Struct. 2021,2021.0,535,32.0,4.3,7.44,6611.0,Steel Box,0.25,0.25,,0.88,0.2,11.0,22.0,75.0,60.0,0.008,Yes,Fairings,High,Field Monitoring (High Risk)
450,Haikou Century Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2021,2021.0,250,30.0,2.5,12.0,2683.0,Concrete Box,0.4,0.4,,0.75,0.15,17.5,22.0,55.0,44.0,0.025,No,,Medium,Field Monitoring
451,Baluarte Bridge (VIV Test 4),Cable-Stayed,Mexico,Structural Engineering Int. 2022,2022.0,520,20.0,2.0,10.0,1124.0,Steel Box,0.245,0.245,,0.9,0.21,10.3,22.0,45.0,36.0,0.018,No,,Medium,Field Monitoring
452,Nanjing Yangtze River Bridge (VIV Test 3),Truss,China,Structural Eng. Int. 2023,2023.0,160,19.5,10.0,1.95,6772.0,Steel Truss,0.48,0.48,,1.4,0.48,26.0,22.0,40.0,32.0,0.028,No,,Medium,Field Monitoring
453,New Bridge Concept 6,Extradosed,Germany,J. Struct. Eng. 2028,2028.0,350,30.0,3.0,10.0,1050.0,Concrete Box,0.35,0.35,,0.8,0.17,16.0,22.0,45.0,36.0,0.03,No,,Medium,Numerical Simulation
454,Minpu Bridge (VIV Test 5),Cable-Stayed,China,Thin-Walled Structures 2024,2024.0,700,43.0,3.5,12.29,1700.0,Steel Box,0.185,0.185,,1.08,0.31,13.5,22.0,85.0,68.0,0.005,No,,High,Wind Tunnel Test (High Risk)
455,E-ling Bridge (VIV Test 4),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024.0,1100,35.0,3.5,10.0,2200.0,Steel Box,0.12,0.12,,1.15,0.35,14.0,22.0,118.0,94.4,0.0035,No,,Very High,Numerical Simulation (Extreme VIV)
456,Golden Gate Bridge (VIV Test 4),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2018,2018.0,1280,27.4,7.6,3.6,2737.0,Steel Truss,0.1,0.1,,1.28,0.4,17.0,15.222222222222223,98.0,78.4,0.006,No,,High,Field Monitoring (High Risk)
457,Third Nanjing Yangtze Bridge (VIV Test 5),Cable-Stayed,China,Bridge Eng. 2026,2026.0,648,37.2,3.5,10.63,12000.0,Steel Box,0.2,0.2,,0.92,0.21,9.5,22.0,68.0,54.4,0.007,No,,High,Wind Tunnel Test (High Risk)
458,Second Bosphorus Bridge (VIV Test 4),Suspension,Turkey,J. Bridge Eng. 2021,2021.0,1090,39.0,3.5,11.14,1510.0,Steel Box,0.132,0.132,,0.9,0.2,9.5,22.0,60.0,48.0,0.015,Yes,Fairings,High,Wind Tunnel Test (High Risk)
459,Runyang South Bridge (VIV Test 5),Suspension,China,Thin-Walled Struct. 2025,2025.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,12.5,22.0,135.0,108.0,0.003,No,,Very High,Field Monitoring (Extreme VIV)
460,Zhongxian Yangtze River Bridge (VIV Test 4),Cable-Stayed,China,Bridge Engineering 2025,2025.0,560,30.0,4.0,7.5,1200.0,Concrete Box,0.25,0.25,,0.92,0.21,8.0,22.0,55.0,44.0,0.018,No,,Medium,Field Monitoring
461,Storebælt East Bridge (VIV Test 5),Suspension,Denmark,Eng. Struct. 2024,2024.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,10.0,22.0,80.0,64.0,0.007,Yes,Fairings,High,Wind Tunnel Test (High Risk)
462,Third Mainland Bridge (VIV Test 8),Beam,Nigeria,Struct. Eng. Int. 2030,2030.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,23.5,22.0,55.0,44.0,0.02,No,,Medium,Field Monitoring
463,Incheon Bridge (VIV Test 5),Cable-Stayed,South Korea,Int. J. Steel Struct. 2025,2025.0,800,33.4,4.5,7.42,1250.0,Composite Box,0.2,0.2,,0.9,0.2,12.0,22.0,60.0,48.0,0.012,Yes,Corner Fins,High,Wind Tunnel Test (High Risk)
464,Puente de la Constitución de 1812 (VIV Test 6),Cable-Stayed,Spain,Bridge Eng. Int. 2022,2022.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,11.5,22.0,62.0,49.6,0.012,No,,High,Field Monitoring (High Risk)
465,New Bridge Concept 7,Suspension,China,J. Struct. Eng. 2029,2029.0,1900,45.0,4.2,10.71,3200.0,Steel Box,0.1,0.1,,1.15,0.35,12.5,22.0,95.0,76.0,0.004,No,,High,Numerical Simulation (High Risk)
466,Dongting Lake Bridge (VIV Test 4),Suspension,China,J. Sound Vib. 2025,2025.0,1480,30.0,3.5,8.57,2500.0,Steel Box,0.135,0.135,,1.1,0.35,12.0,22.0,125.0,100.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
467,Sartell Bridge (VIV Test 4),Extradosed,USA,ASCE J. Structural Eng. 2022,2022.0,150,30.0,2.0,15.0,450.0,Concrete Deck,0.55,0.55,,0.7,0.15,19.5,22.0,35.0,28.0,0.028,No,,Medium,Field Monitoring
468,Pusan-Geoje Link (VIV Test 4),Cable-Stayed,South Korea,J. Bridge Eng. 2023,2023.0,470,33.0,3.0,11.0,8200.0,Composite Deck,0.26,0.26,,0.92,0.21,12.0,22.0,55.0,44.0,0.018,No,,Medium,Field Monitoring
469,Yamuna Bridge (VIV Test 6),Cable-Stayed,India,ASCE J. Bridge Eng. 2028,2028.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,17.5,22.0,45.0,36.0,0.02,No,,Medium,Field Monitoring
470,Forth Bridge (Rail) (VIV Test 5),Cantilever Truss,UK,J. Bridge Eng. 2023,2023.0,521,20.0,15.0,1.33,2528.0,Steel Truss,0.1,0.1,,1.5,0.5,18.5,11.11111111111111,110.0,88.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
471,Haikou Century Bridge (VIV Test 4),Cable-Stayed,China,Bridge Eng. 2022,2022.0,250,30.0,2.5,12.0,2683.0,Concrete Box,0.4,0.4,,0.75,0.15,18.0,22.0,60.0,48.0,0.02,No,,High,Field Monitoring (High Risk)
472,Baluarte Bridge (VIV Test 5),Cable-Stayed,Mexico,Structural Engineering Int. 2023,2023.0,520,20.0,2.0,10.0,1124.0,Steel Box,0.245,0.245,,0.9,0.21,10.8,22.0,50.0,40.0,0.015,No,,Medium,Field Monitoring
473,Xiling Yangtze River Bridge (VIV Test 4),Suspension,China,Eng. Struct. 2022,2022.0,900,30.0,3.0,10.0,2000.0,Steel Box,0.16,0.16,,1.05,0.28,10.0,22.0,65.0,52.0,0.012,No,,High,Field Monitoring (High Risk)
474,Severn Bridge (VIV Test 5),Suspension,UK,Struct. Eng. Int. 2019,2019.0,988,32.0,3.5,9.14,1596.0,Box Girder,0.15,0.15,,1.05,0.28,10.0,22.0,68.0,54.4,0.01,No,,High,Field Monitoring (High Risk)
475,Rion-Antirion Bridge (VIV Test 5),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2027,2027.0,560,28.0,4.5,6.22,2883.0,Composite Deck,0.28,0.28,,0.82,0.17,13.0,22.0,60.0,48.0,0.02,No,,High,Wind Tunnel Test (High Risk)
476,New Bridge Concept 8,Arch/Cable-Stayed,China,Structural Eng. Int. 2030,2030.0,600,30.0,4.0,7.5,4000.0,Steel Box,0.24,0.24,,0.95,0.22,11.5,22.0,58.0,46.4,0.022,No,,Medium,Numerical Simulation
477,Zhongxian Yangtze River Bridge (VIV Test 5),Cable-Stayed,China,Bridge Engineering 2026,2026.0,560,30.0,4.0,7.5,1200.0,Concrete Box,0.25,0.25,,0.92,0.21,8.5,22.0,58.0,46.4,0.015,No,,Medium,Field Monitoring
478,Third Mainland Bridge (VIV Test 9),Beam,Nigeria,Struct. Eng. Int. 2031,2031.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,24.0,22.0,62.0,49.6,0.018,No,,High,Field Monitoring (High Risk)
